student_id,minutes_watched,paid_in_q2
7294,21.2,1
7358,9.3,1
7382,49.6167,1
7412,61.2,1
7439,2131.4167,1
7474,2.7167,1
7475,96.2167,1
7495,57.15,1
7524,36.5167,1
7540,325.05,1
7548,43.1833,1
7612,7.4167,1
7620,41.4167,1
7790,1.3833,1
7873,187.0667,1
7975,506.9667,1
8018,432.5333,1
8030,26.0333,1
8059,114.1,1
8095,79.65,1
8133,164.4167,1
8156,8.9167,1
8223,12.2167,1
8412,44.7333,1
8425,7.8667,1
8452,64.55,1
8495,312.5167,1
8544,352.65,1
8594,1450.45,1
8600,18.4667,1
8641,85.4,1
8754,249.3667,1
8840,417.1333,1
8954,7.3833,1
9098,4.6167,1
9107,496.0167,1
9108,2.1667,1
9178,268.6,1
9188,11.9333,1
9305,174.7333,1
9372,301.9167,1
9409,791.6,1
9754,684.8,1
9808,147.1167,1
10131,76.15,1
10422,871.9833,1
10685,74.8667,1
10690,83.7667,1
10938,7.2667,1
11124,50.7667,1
11215,41.4833,1
11325,10.4167,1
11402,0.1167,1
11711,19.85,1
11793,10.4833,1
11800,32.6167,1
11808,36.4167,1
11996,0.1,1
12279,200.9167,1
12284,423.0,1
12330,71.55,1
12530,4.55,1
12532,481.9,1
12704,12.5833,1
12816,31.7167,1
13114,18.5,1
13180,107.4333,1
13538,140.2167,1
13620,143.8667,1
14217,0.7667,1
14463,11.55,1
14633,2.8667,1
14649,51.0667,1
14700,1325.4167,1
14765,1.3667,1
14905,67.3333,1
15334,19.9,1
15345,0.05,1
15743,87.1333,1
16052,58.65,1
16414,55.3333,1
16832,10.7167,1
17419,702.6333,1
17613,223.8333,1
17859,16.1,1
18314,2.1,1
21449,168.6167,1
23727,245.1167,1
24006,27.6333,1
24423,236.05,1
24924,53.6167,1
25521,5.8167,1
27104,187.6667,1
32560,5.2,1
37860,752.55,1
44965,319.3333,1
62735,32.8,1
115084,1.1333,1
136313,1.2,1
142965,12.4833,1
143026,40.6,1
143148,40.7667,1
143216,144.1,1
143392,27.0167,1
143407,38.5167,1
143454,9.4167,1
143561,1767.3667,1
143599,37.2667,1
143701,647.45,1
143799,4.8667,1
144164,410.9,1
144239,96.6667,1
144273,10.1167,1
144348,473.5,1
144378,62.8667,1
144390,0.9167,1
144467,5.8167,1
144599,4.5667,1
144627,75.65,1
144788,1082.0667,1
144869,178.45,1
144900,75.0667,1
144912,64.5,1
145013,425.2667,1
145310,36.4333,1
145484,138.5833,1
145681,1005.2333,1
145793,154.9667,1
145813,85.4,1
145905,49.4667,1
145944,36.7,1
146030,151.2667,1
146427,50.7,1
146551,33.6,1
146625,9.1,1
146801,0.4,1
146855,366.4833,1
146888,13.1333,1
146948,4.7667,1
146957,83.0333,1
146977,27.8667,1
147005,262.35,1
147044,4.2,1
147061,77.25,1
147076,77.5667,1
147132,357.9167,1
147143,125.0833,1
147146,123.2167,1
147231,110.0,1
147444,12.8167,1
147446,52.45,1
147448,111.5167,1
147473,29.3333,1
147542,124.8333,1
1036,221.6167,1
1883,2.6667,1
3183,147.55,1
4176,37.1667,1
4303,12.2833,1
4908,92.4333,1
6165,45.2,1
7649,7.1167,1
7955,134.4833,1
8431,311.3833,1
11709,225.15,1
11717,17.6667,1
12915,17.6167,1
13296,133.2333,1
13707,91.3333,1
14967,0.4167,1
15772,1110.1833,1
16915,0.1167,1
16979,535.6833,1
17317,1.0,1
20710,2222.05,1
22083,149.8333,1
22980,62.2167,1
25507,60.1167,1
32973,1.1833,1
33495,32.9667,1
34533,31.7667,1
38457,1.9833,1
40307,36.9167,1
40867,119.7,1
41336,992.15,1
43191,187.35,1
43604,4.9667,1
43915,172.1667,1
51495,45.6833,1
55811,84.3167,1
64522,53.65,1
74005,183.3,1
78822,2.6667,1
82986,141.9333,1
88122,43.2167,1
97530,110.5167,1
117782,0.1,1
138534,52.6167,1
143214,64.7667,1
143637,108.85,1
144561,36.65,1
145177,918.1667,1
145569,3.4833,1
145783,11.9333,1
146990,11.8167,1
147142,35.9667,1
147992,2.95,1
148060,42.6667,1
148133,0.95,1
148346,210.45,1
148577,22.6667,1
148628,241.2833,1
148643,97.8167,1
148901,29.45,1
149042,438.5,1
149131,12.1333,1
149652,644.6667,1
150745,440.1667,1
150906,160.4667,1
151404,50.8167,1
151418,35.7667,1
152188,43.85,1
152241,141.4833,1
152267,0.0667,1
152896,579.0167,1
153745,86.7,1
153895,0.05,1
153897,20.0,1
153938,95.5333,1
153953,226.5,1
154092,600.8333,1
154509,13.25,1
154674,578.8333,1
155640,798.45,1
155900,33.9333,1
155924,124.0,1
156057,124.6,1
156182,704.5167,1
156240,1465.1833,1
156241,23.9667,1
156293,169.8,1
156344,170.4333,1
156399,8.6167,1
156409,667.9833,1
156484,116.8667,1
156501,21.5333,1
156549,0.3667,1
156680,19.1333,1
156694,5.8,1
156696,12.7833,1
156787,59.1333,1
156845,504.9667,1
156894,22.9,1
157171,43.8333,1
157277,696.3167,1
157976,425.9667,1
158049,416.7167,1
158129,56.6167,1
158179,442.5667,1
158529,329.3,1
159060,176.5167,1
159336,501.2333,1
160524,75.8,1
160677,73.8,1
161173,319.9,1
161210,805.45,1
161227,83.9,1
161485,183.3333,1
161496,688.05,1
161524,159.5,1
161537,91.05,1
161693,358.4167,1
161703,230.5333,1
162406,83.9833,1
162497,1267.3833,1
163473,348.3,1
163918,13.8167,1
165014,27.8333,1
165557,34.5833,1
166070,843.5,1
166145,533.25,1
167091,12.1167,1
167964,1286.6667,1
168253,1.7167,1
169966,469.45,1
170014,34.1667,1
170034,150.6667,1
170706,1.75,1
170905,176.3167,1
171001,5.7833,1
171176,3.4,1
171296,8.0667,1
171313,1449.7,1
171350,5.35,1
171425,15.25,1
171479,224.3667,1
171523,680.0833,1
171609,92.3333,1
171693,533.9833,1
171738,772.2667,1
171832,9.6667,1
171898,179.0,1
171942,1545.55,1
172218,154.3833,1
172397,39.45,1
172427,7.2833,1
172441,2159.3,1
172701,105.0167,1
172814,562.7833,1
172823,64.7167,1
173018,55.6333,1
173313,869.0,1
174213,44.8667,1
175038,978.7833,1
175440,788.9167,1
175768,19.25,1
175955,56.55,1
175975,101.7333,1
176858,8.8167,1
177134,21.8,1
178303,46.95,1
179127,299.1667,1
179264,73.4333,1
180277,41.9,1
181083,225.7167,1
181545,64.1833,1
181800,362.1167,1
182398,114.3167,1
182765,115.0333,1
182962,505.7833,1
183092,101.3167,1
183189,133.1,1
183978,2010.4333,1
184136,93.0,1
184717,260.2833,1
185462,150.7,1
187084,75.0,1
187632,68.8333,1
190394,89.3,1
192420,451.1333,1
193484,78.4167,1
196154,67.0167,1
196268,324.1167,1
200261,17.5833,1
201159,476.6833,1
201214,17.4167,1
203950,15.5333,1
204116,714.25,1
205950,902.7333,1
207559,66.25,1
211139,483.35,1
212436,0.0667,1
213109,281.95,1
213379,160.7667,1
213528,174.3333,1
215310,28.55,1
215608,572.1,1
215796,46.8333,1
217758,19.4667,1
218026,4.5,1
219514,14.2667,1
219561,602.8833,1
222991,1932.7167,1
223510,33.0,1
223701,4.0667,1
224276,43.25,1
224426,69.3,1
224777,38.85,1
225103,44.2833,1
226169,802.75,1
227387,588.0833,1
227711,1029.8833,1
228416,16.2833,1
228445,9.2667,1
228557,134.5667,1
230140,608.9,1
230151,883.2,1
230273,144.9167,1
230336,21.1667,1
231588,445.4,1
232131,595.0833,1
233090,19.55,1
234155,225.5333,1
234596,773.7667,1
234600,85.2,1
234748,280.9333,1
235192,1051.25,1
235274,345.5,1
235486,29.2667,1
235677,43.25,1
235692,212.6167,1
236349,0.4,1
237385,9.75,1
238234,25.95,1
238267,470.7667,1
238593,4.2333,1
239003,287.3667,1
239932,42.0,1
240248,443.9667,1
240763,13.3833,1
240987,253.0333,1
243618,288.2,1
244586,101.9667,1
245078,55.65,1
246415,0.2167,1
246846,11.3167,1
247102,48.1167,1
247618,581.0,1
247869,0.3333,1
247871,81.65,1
249318,143.8167,1
250351,153.85,1
250388,121.0667,1
250466,0.2167,1
250609,7.3833,1
250694,489.7333,1
252073,23.0667,1
253157,0.5667,1
253225,3.2833,1
253338,65.3667,1
253574,1176.1333,1
253682,493.3167,1
254117,136.6167,1
254152,237.2167,1
254261,0.45,1
254310,1317.85,1
254389,38.1833,1
254397,21.5833,1
254428,55.55,1
254432,4.55,1
254450,30.0167,1
254527,42.85,1
254550,5.7167,1
254601,386.55,1
254737,54.6667,1
254791,164.6667,1
254795,0.7,1
254798,44.0333,1
254855,80.5,1
254858,257.5,1
254882,11.4667,1
254914,1020.1,1
254935,12.7,1
254953,749.8,1
254958,512.7167,1
254972,173.5667,1
254985,1.9833,1
255012,158.0167,1
255058,731.7333,1
255059,395.85,1
255153,58.2167,1
255169,367.25,1
255189,0.25,1
255220,1096.6333,1
255232,180.7667,1
255269,279.55,1
255275,723.55,1
255296,589.55,1
255315,1.2667,1
255332,6.7667,1
255342,19.6833,1
255396,593.3333,1
255529,1.9167,1
255534,118.3333,1
256422,54.4167,1
256443,173.0667,1
256703,1914.4167,1
256834,130.0,1
256838,7.7,1
257244,61.75,1
257415,181.4,1
257898,50.4333,1
258141,351.8167,1
258256,73.6333,1
258386,207.7167,1
258463,198.0833,1
258636,687.7667,1
258782,387.3833,1
258803,8.45,1
259070,0.2667,1
259174,281.5,1
259283,564.65,1
259494,113.5833,1
259654,0.2667,1
259702,33.4333,1
259777,48.6,1
259781,8.7667,1
259860,1595.1167,1
259996,516.2333,1
260111,125.9333,1
260173,1378.0667,1
260176,29.8,1
260345,1387.15,1
260356,120.95,1
260572,426.8,1
260593,162.6667,1
260707,36.0833,1
260861,194.0333,1
260952,285.35,1
260971,24.3167,1
261019,719.5,1
261073,425.75,1
261121,198.25,1
261189,405.0833,1
261241,29.2167,1
261325,448.3833,1
261374,142.9,1
261390,107.4667,1
261412,1648.3,1
261417,322.7833,1
261491,40.85,1
261515,7.1333,1
261519,147.8167,1
261550,636.4833,1
261554,128.7333,1
261565,59.7,1
261577,0.6,1
261626,191.5833,1
261658,199.35,1
261668,178.7,1
261693,450.0833,1
261737,417.5,1
261758,52.4,1
261766,234.7,1
261782,19.9833,1
261783,45.8667,1
261788,0.5667,1
261820,348.6333,1
262112,1574.3667,1
262237,116.0333,1
262273,47.45,1
262297,16.9667,1
262386,332.0667,1
262406,570.5667,1
262459,1077.4167,1
262578,62.6333,1
262580,32.3167,1
262754,14.3,1
262761,172.6333,1
262792,132.3667,1
262817,265.9167,1
262955,18.8167,1
263087,716.0,1
263296,258.5833,1
263300,0.9,1
263307,120.9,1
263501,28.75,1
263529,388.0833,1
263661,86.9667,1
263798,27.6,1
263934,17.95,1
264081,574.3167,1
264259,50.0833,1
264637,187.9333,1
264826,239.25,1
264998,2.5333,1
265025,71.0,1
265110,584.05,1
265262,33.2833,1
265310,608.3667,1
265317,310.9333,1
265337,11.2833,1
265449,86.5167,1
265519,470.3833,1
265588,1465.75,1
265653,181.8167,1
265789,251.8167,1
265918,13.5,1
265967,1371.45,1
266001,1749.95,1
266095,514.3667,1
266332,705.8,1
266477,69.85,1
266544,39.7833,1
266548,1589.4,1
266584,177.35,1
266615,3.8833,1
266616,94.7833,1
266731,501.3833,1
266754,328.7333,1
266788,1288.0,1
266810,73.5833,1
266894,67.5,1
267203,515.7667,1
267488,141.05,1
267496,165.75,1
267721,615.4,1
267843,56.8833,1
267919,300.7833,1
267949,110.65,1
267959,809.7833,1
268046,10.0333,1
268104,112.75,1
268113,320.2333,1
268147,80.95,1
268293,518.4167,1
268352,435.8,1
268390,2009.3833,1
268510,167.5333,1
268553,78.1333,1
268556,908.65,1
268600,156.45,1
268618,196.4667,1
268714,561.0833,1
268718,260.45,1
268779,117.9167,1
268796,1844.5333,1
268805,1880.25,1
268830,52.1833,1
268866,441.7833,1
268985,1491.0667,1
269013,333.7833,1
269070,573.3667,1
269289,165.1667,1
269470,267.8333,1
269485,921.8167,1
269518,1662.8167,1
269519,521.85,1
269594,181.4167,1
269633,116.35,1
269646,1220.0667,1
269653,504.1,1
269771,861.2,1
269843,513.4667,1
269864,212.3333,1
269924,1048.4,1
269937,246.1667,1
270022,548.5667,1
270098,363.75,1
270135,249.3333,1
270179,536.1333,1
270183,78.55,1
270304,58.9333,1
270460,936.0167,1
270486,953.0333,1
270700,611.55,1
270710,912.1833,1
270738,1342.0667,1
270811,185.9,1
270930,397.1667,1
270947,20.4667,1
270957,1320.95,1
271094,181.3,1
271114,166.6167,1
271197,130.9667,1
271352,198.9833,1
271426,43.7,1
271465,831.2833,1
271670,267.6,1
271720,50.85,1
271760,52.0,1
271761,1452.9667,1
271768,1.8333,1
271787,98.6,1
271792,317.1833,1
271872,391.6667,1
272001,1298.6167,1
272029,606.65,1
272058,687.5833,1
272157,379.1333,1
272283,451.2333,1
272359,48.8,1
272437,789.95,1
272755,178.3167,1
272906,47.8667,1
272977,167.95,1
272991,2160.5667,1
273235,116.5833,1
273249,395.9333,1
273671,601.3,1
273841,1047.5167,1
274000,139.5833,1
274039,1160.6,1
274209,1029.2167,1
274273,601.3333,1
274278,213.1,1
274382,626.35,1
274475,261.7833,1
274544,85.4333,1
274552,191.5,1
274564,1862.7833,1
274572,725.8333,1
274576,1203.1333,1
274585,30.05,1
274879,21.7167,1
274908,458.45,1
274948,361.4667,1
274958,108.2,1
274985,71.7167,1
275008,173.4333,1
275021,210.4667,1
275103,169.4833,1
275112,150.2667,1
275126,2.1,1
275141,94.9333,1
275165,657.2667,1
275253,25.1167,1
275286,269.1833,1
275290,223.7167,1
275292,21.2167,1
275293,104.5667,1
275440,77.2667,1
275442,1505.0333,1
275449,772.0667,1
275457,74.95,1
275470,1443.3667,1
275498,49.5167,1
275510,37.15,1
275516,43.4833,1
275518,21.8667,1
275529,26.05,1
275571,16.1167,1
275574,419.9167,1
275575,60.9333,1
275589,108.2667,1
275591,52.8,1
276112,135.2,1
276232,301.6,1
276261,222.8333,1
276395,146.7833,1
276420,166.5167,1
276455,1248.85,1
276510,267.1333,1
276542,258.9167,1
276553,73.95,1
276666,44.1833,1
276671,193.3833,1
276708,567.4333,1
276788,389.8333,1
277066,833.4167,1
277084,939.4833,1
277099,187.3667,1
277398,536.7833,1
277562,308.65,1
277668,51.8667,1
277704,4.4333,1
277814,8.45,1
277825,338.3167,1
277845,74.7167,1
278444,67.6667,1
278509,662.55,1
278642,211.5167,1
278753,636.9667,1
278764,689.2,1
278915,45.7667,1
278940,590.2833,1
279132,240.3333,1
279138,406.2667,1
279409,183.0667,1
279468,160.0833,1
279738,158.0667,1
31,174.2,1
182,2018.8667,1
3643,559.3,1
3751,860.05,1
4577,0.1167,1
5583,947.9167,1
5827,953.2333,1
6930,42.9167,1
7421,41.8833,1
11250,44.0333,1
11353,1095.9,1
16601,1120.4167,1
17378,212.9167,1
19124,1366.4167,1
24664,32.35,1
24701,66.85,1
25047,295.4333,1
26661,633.5333,1
30872,1001.9667,1
37901,15.4,1
38359,1471.65,1
39563,599.2167,1
42751,55.4833,1
59138,416.6333,1
71716,100.5667,1
74498,163.85,1
89036,60.3,1
101982,4.2,1
103808,56.15,1
106235,57.6833,1
107588,168.6333,1
137389,804.05,1
137920,83.45,1
140223,17.2667,1
141316,22.45,1
142814,162.3167,1
143709,1462.2167,1
144498,127.0833,1
145713,481.3833,1
145873,64.1333,1
146149,566.5667,1
147048,26.3,1
147291,4.45,1
147618,183.3667,1
147638,210.9167,1
147687,1054.1333,1
147956,2288.9833,1
148222,113.95,1
148849,30.8167,1
148927,110.0833,1
149023,14.9167,1
149038,6.3667,1
149366,7.3333,1
149584,2.6167,1
149601,111.4667,1
149787,163.8167,1
150663,221.2833,1
150949,2063.1,1
151021,64.4667,1
151694,863.0667,1
152611,122.1333,1
152692,162.1,1
153103,472.25,1
154378,70.55,1
154458,1.9,1
155427,134.3333,1
155741,41.6333,1
156099,5.6833,1
156206,1738.2833,1
156276,382.35,1
156342,77.5,1
156343,51.8667,1
156391,36.6,1
156439,55.3,1
156587,217.0833,1
156610,404.7833,1
156615,27.75,1
156649,2274.25,1
156702,10.3333,1
156703,11.9833,1
156776,1558.35,1
156831,271.5667,1
156841,0.1333,1
156941,21.2833,1
157218,7.1,1
157698,275.8833,1
157853,4.5667,1
157934,24.0667,1
158038,50.7667,1
158250,40.7667,1
158336,378.7667,1
158646,10.6833,1
158724,1431.5667,1
158990,46.6833,1
159071,22.2333,1
159186,1421.55,1
159457,917.8167,1
159548,569.8667,1
159873,1347.2333,1
159875,32.6833,1
159987,240.9667,1
160051,15.4333,1
160419,3.4833,1
160493,3.1833,1
160536,22.2,1
160562,6.6667,1
160705,35.4333,1
161070,96.2,1
161200,11.1167,1
161241,26.9167,1
161397,16.8333,1
161426,239.8,1
161483,40.5,1
161539,0.1667,1
161572,274.3167,1
161580,354.3,1
161626,233.3,1
161640,599.4333,1
161844,703.6,1
162284,252.2167,1
162669,14.4,1
163144,20.95,1
163883,10.7667,1
164280,8.7,1
164310,162.0167,1
164904,15.6167,1
165026,434.5333,1
165187,45.2167,1
165950,8.65,1
165954,91.0167,1
166652,38.8333,1
167073,10.45,1
167554,3.55,1
170381,162.6167,1
170493,1078.9667,1
170586,1373.8833,1
170962,125.8167,1
171032,536.2,1
171057,302.7,1
171151,32.8333,1
171187,14.0167,1
171210,50.5333,1
171232,114.05,1
171243,26.3,1
171263,0.45,1
171275,4.7333,1
171342,375.25,1
171411,23.9833,1
171448,350.0667,1
171922,0.8333,1
172160,32.6833,1
172174,116.95,1
172187,72.2,1
172219,29.25,1
172349,65.15,1
172443,51.5333,1
172535,604.2667,1
172619,1171.35,1
172792,429.65,1
172793,876.1667,1
172948,2.8333,1
172962,77.9,1
172986,77.3,1
173236,28.1333,1
174650,15.2167,1
175723,0.6667,1
176012,222.8333,1
176192,53.4667,1
176870,85.1333,1
178111,15.8667,1
178655,272.8667,1
178994,20.1833,1
179118,118.1333,1
179203,2255.9167,1
179776,66.25,1
180668,127.5333,1
181501,6.1667,1
181620,1199.1333,1
181805,278.3167,1
182377,52.9667,1
182636,175.4,1
182919,15.4167,1
184481,49.5667,1
184631,116.65,1
185359,0.3167,1
187392,186.6167,1
188507,225.7667,1
190610,312.8333,1
190625,1031.0167,1
190803,978.5167,1
192293,465.0,1
193509,31.0333,1
193998,12.5333,1
194528,69.05,1
195307,324.3167,1
195506,19.1667,1
196357,340.5167,1
196538,672.15,1
196681,543.0833,1
196809,765.3667,1
197346,13.7333,1
198179,570.3,1
198300,35.8833,1
198342,170.3,1
198958,129.2833,1
199192,572.9167,1
199750,21.3,1
200231,906.8667,1
200337,59.0833,1
203177,34.5,1
208381,24.5833,1
208412,2.2,1
208957,180.35,1
209256,605.7333,1
210318,268.0167,1
210670,284.7667,1
211222,25.3833,1
212444,16.4167,1
213802,182.4667,1
214254,93.7167,1
214994,86.95,1
215869,2.5,1
216478,291.9833,1
217852,308.2167,1
218045,22.3833,1
218699,373.5333,1
219004,63.6833,1
221481,111.3167,1
221756,73.7667,1
222007,59.3833,1
222899,1.15,1
225335,28.4,1
225377,6.2833,1
225736,49.7333,1
225771,25.95,1
225789,442.5667,1
226611,62.8667,1
226945,40.9167,1
227645,33.5333,1
227678,772.9,1
227874,395.8667,1
228262,445.6,1
230179,4.5833,1
232898,469.5667,1
232908,122.8333,1
233060,28.7667,1
233857,24.6167,1
233908,35.2,1
234971,2.4,1
235034,84.3,1
235442,120.0,1
235996,370.5333,1
236455,146.1667,1
236968,267.3167,1
237081,480.5,1
237186,27.3667,1
238014,37.95,1
238800,366.6667,1
238848,1924.9333,1
239554,53.2833,1
239645,145.8,1
240610,67.4167,1
241008,123.5833,1
242229,111.6333,1
242454,841.8667,1
242790,52.4667,1
243847,528.1667,1
243941,1103.0,1
244048,753.4333,1
244504,91.5833,1
244937,37.2167,1
248305,558.0833,1
248879,12.25,1
248992,103.3167,1
249195,134.5833,1
249481,10.45,1
249503,1428.2,1
250115,352.8833,1
250629,76.1667,1
250924,198.1667,1
251329,414.75,1
251554,39.8667,1
251728,8.05,1
252339,2260.8167,1
252812,211.3333,1
252896,13.4833,1
253149,10.2667,1
253303,19.6333,1
253788,49.75,1
253823,1089.6,1
253843,381.4667,1
253941,71.6167,1
253975,521.85,1
254057,160.1,1
254092,176.8,1
254227,16.95,1
254247,70.0667,1
254289,55.1,1
254301,31.9667,1
254331,74.55,1
254467,494.9667,1
254478,119.5833,1
254505,48.7333,1
254558,757.5333,1
254613,0.0667,1
254635,38.2333,1
254653,371.7,1
254658,0.25,1
254731,96.8667,1
254759,336.6,1
254775,81.5167,1
254776,282.6833,1
254777,1.5167,1
254796,65.9167,1
254810,1.25,1
254842,84.7167,1
254852,1.5,1
254878,7.5833,1
254919,33.55,1
255031,2.9333,1
255033,148.05,1
255207,157.7,1
255271,222.0833,1
255341,50.0167,1
255391,232.5167,1
255668,733.6333,1
256405,90.0,1
256432,549.55,1
256753,37.0,1
256788,62.95,1
256969,454.6833,1
257155,282.3,1
257384,630.0333,1
257609,662.5,1
257651,13.5333,1
257938,4.1667,1
258373,1066.2167,1
258520,9.0667,1
258955,93.9,1
258956,325.9667,1
259054,60.3833,1
259300,260.0,1
259483,75.4333,1
259491,105.6833,1
259504,2051.8,1
259524,431.15,1
259657,892.4833,1
260168,935.2667,1
260181,131.3,1
260192,327.25,1
260200,432.1667,1
260321,283.6167,1
260549,26.6833,1
260608,638.9,1
260646,29.15,1
260702,2.65,1
260813,0.7167,1
260829,294.7167,1
260891,9.7333,1
260915,46.9833,1
260929,296.8167,1
260964,107.5333,1
260998,1906.5,1
261004,130.0,1
261072,105.9167,1
261085,0.65,1
261086,178.2833,1
261110,0.25,1
261171,728.0833,1
261173,2.4667,1
261200,9.75,1
261288,113.95,1
261293,227.7833,1
261446,378.9,1
261483,19.85,1
261510,170.35,1
261552,123.0167,1
261582,1.0,1
261593,270.4167,1
261608,88.1167,1
261644,203.65,1
261670,44.1,1
261679,29.6,1
261692,79.1833,1
261724,135.65,1
261785,1445.7,1
261801,2338.6167,1
261802,361.0667,1
261805,37.7667,1
261810,200.6167,1
261828,59.2167,1
262260,164.2,1
262270,240.5167,1
262599,296.0667,1
262634,158.8833,1
262643,409.6667,1
263104,1.4333,1
263231,102.7,1
263293,995.5,1
263368,387.0333,1
263456,262.45,1
263472,132.2167,1
263494,798.05,1
263579,346.1833,1
263706,148.8833,1
263759,377.9333,1
263845,55.45,1
264049,368.1667,1
264295,2376.15,1
264623,220.9833,1
264684,625.6833,1
264761,127.9667,1
265005,525.8333,1
265044,494.4167,1
265093,200.9833,1
265101,424.8333,1
265121,2.45,1
265130,118.85,1
265165,57.65,1
265241,28.55,1
265686,132.8167,1
265927,41.3167,1
266099,26.9667,1
266123,0.6333,1
266410,13.2833,1
266455,10.1333,1
266529,1179.8,1
266603,3.3833,1
266693,473.2667,1
266725,743.1333,1
267010,1174.6667,1
