student_id,minutes_watched,paid_in_q2
7179,3.7333,1
7212,25.8333,1
7217,2.5833,1
7231,570.3333,1
7232,176.8667,1
7242,106.2333,1
7244,669.8333,1
7245,231.6000,1
7246,379.2500,1
7250,90.3167,1
7254,363.2833,1
7275,3.4333,1
7282,92.1833,1
7291,7.7167,1
7294,129.4667,1
7306,132.3000,1
7307,231.6833,1
7310,32.1333,1
7343,985.0500,1
7349,1270.9167,1
7355,0.3667,1
7358,163.4667,1
7365,648.7833,1
7373,17.9833,1
7382,969.4667,1
7386,70.0333,1
7404,14.5667,1
7406,7.5500,1
7412,1931.2667,1
7439,14334.3333,1
7443,14.8333,1
7452,9.1500,1
7475,556.2333,1
7482,110.2667,1
7483,1.8500,1
7487,681.2667,1
7495,0.1500,1
7502,134.3833,1
7503,44.8833,1
7521,59.2500,1
7524,0.1167,1
7540,193.1167,1
7548,3.9833,1
7561,890.0167,1
7568,687.6333,1
7583,712.5667,1
7606,14.7000,1
7612,891.1167,1
7620,118.3667,1
7631,22.9333,1
7645,288.7500,1
7676,0.0500,1
7687,2416.8667,1
7724,24.1000,1
7726,73.7000,1
7735,0.1000,1
7742,213.2167,1
7752,70.6500,1
7782,135.6500,1
7819,5.9833,1
7861,1918.8667,1
7863,2.3167,1
7873,9.8167,1
7889,1.1500,1
7898,65.8667,1
7908,701.1667,1
7934,65.9333,1
7962,32.7667,1
7975,94.1667,1
7987,3.3500,1
8005,1456.0500,1
8010,481.0833,1
8018,133.5667,1
8030,182.4667,1
8053,34.4000,1
8057,55.6000,1
8059,4.3333,1
8068,111.5500,1
8095,697.8000,1
8107,0.9500,1
8133,152.8833,1
8183,40.3167,1
8223,377.6833,1
8260,7.0333,1
8380,667.0833,1
8412,548.2833,1
8425,16.0833,1
8437,774.4667,1
8444,7.4333,1
8452,102.6333,1
8495,252.8333,1
8519,27.1667,1
8538,31.7833,1
8539,199.1500,1
8544,65.8000,1
8555,94.0500,1
8567,3.7333,1
8591,148.6000,1
8600,206.4667,1
8679,1.0333,1
8716,5.0833,1
8734,238.4500,1
8758,454.7167,1
8773,22.3000,1
8779,0.3000,1
8797,33.9833,1
8798,10.0667,1
8825,0.2167,1
8855,2046.0333,1
8868,669.3000,1
8873,11.3667,1
8912,291.2167,1
8924,569.0833,1
8937,42.8167,1
8950,5.4333,1
8952,26.3500,1
8964,20.7000,1
9000,350.4833,1
9021,159.2667,1
9027,187.1000,1
9100,211.0667,1
9107,309.7000,1
9108,785.2333,1
9112,8.9333,1
9114,145.4000,1
9178,59.3000,1
9188,157.6667,1
9231,144.5833,1
9252,0.7333,1
9260,2.0833,1
9303,6.3000,1
9305,1008.9000,1
9334,68.3667,1
9336,5.4667,1
9354,7.9500,1
9372,14.7833,1
9409,961.5333,1
9429,1638.5167,1
9465,511.0000,1
9478,42.5333,1
9513,28.8500,1
9521,0.0667,1
9544,0.4000,1
9560,103.7167,1
9571,325.1000,1
9598,457.3833,1
9612,46.4833,1
9653,639.8167,1
9703,408.5833,1
9708,98.5667,1
9736,675.7667,1
9746,317.7167,1
9754,17.9667,1
9793,1071.8167,1
9794,127.9500,1
9803,274.0000,1
9856,493.8167,1
9882,112.4333,1
9952,23.7333,1
9985,50.9167,1
9989,15.4667,1
10002,62.3167,1
10029,7.0500,1
10057,13.3500,1
10078,16.6333,1
10103,8.7500,1
10131,55.7667,1
10158,347.7000,1
10218,16.6500,1
10272,43.9000,1
10276,114.2167,1
10288,385.6667,1
10337,4.6000,1
10365,126.7500,1
10390,43.1500,1
10393,709.2667,1
10398,178.8333,1
10595,19.1667,1
10608,6.0500,1
10662,2.9333,1
10685,76.4500,1
10690,0.0833,1
10748,1591.3833,1
10791,37.9333,1
10839,855.2833,1
10938,2.5333,1
11002,42.9667,1
11026,75.4167,1
11082,6.8500,1
11124,6.1500,1
11209,642.9500,1
11227,313.1333,1
11311,566.5667,1
11325,444.3000,1
11365,358.8167,1
11489,68.9000,1
11538,0.1000,1
11583,155.8500,1
11604,1117.0500,1
11607,93.5500,1
11628,35.2333,1
11644,27.2167,1
11711,27.5667,1
11735,431.2833,1
11739,5.9500,1
11748,87.2333,1
11800,74.7333,1
11808,70.3000,1
11812,0.2500,1
11856,4814.0833,1
11879,2540.8833,1
11937,5.3833,1
12043,23.5833,1
12073,36.5167,1
12127,12.9833,1
12146,6.6167,1
12160,1565.9833,1
12207,60.8833,1
12222,625.1500,1
12234,11.3667,1
12241,140.9333,1
12270,0.9500,1
12279,0.0667,1
12385,139.6833,1
12442,134.9667,1
12508,718.9667,1
12534,58.7833,1
12551,272.8000,1
12589,234.9500,1
12610,256.9500,1
12644,0.9500,1
12735,217.3833,1
12751,65.1167,1
12761,309.8667,1
12771,88.2667,1
12797,5.0167,1
12802,111.3333,1
12808,3.0833,1
12811,0.3833,1
12816,50.6167,1
12857,229.5000,1
12868,12.2167,1
12971,36.5500,1
12989,883.0333,1
13043,110.0500,1
13076,259.9667,1
13079,1392.7000,1
13132,451.0500,1
13134,15.2167,1
13169,2.0167,1
13179,143.4667,1
13180,248.0167,1
13388,6389.2833,1
13463,48.2833,1
13501,86.1500,1
13510,168.2167,1
13566,12.8667,1
13620,1118.2833,1
13644,161.9333,1
13807,30.3333,1
13902,28.3667,1
13960,19.5333,1
14425,12.0000,1
14470,8.4500,1
14629,121.7333,1
14633,80.0500,1
14700,331.6333,1
14735,387.7000,1
14765,1031.1833,1
14915,960.0667,1
14953,38.8333,1
15110,0.1167,1
15179,2.6167,1
15345,291.4833,1
15472,152.0500,1
15736,487.1500,1
16043,245.6500,1
16052,576.1833,1
16118,1387.8667,1
16414,220.3167,1
16417,0.0667,1
16450,339.3833,1
16473,0.7333,1
16632,862.4167,1
16725,787.1833,1
16728,201.9333,1
16825,0.2667,1
16832,0.1000,1
16863,10.9167,1
16991,1490.5167,1
17159,166.8833,1
17524,146.2167,1
17943,7.0000,1
18314,2.1000,1
18319,309.3667,1
18360,582.5667,1
18510,4.7333,1
18678,174.0333,1
18692,243.1000,1
18719,118.6167,1
18722,121.0333,1
18865,0.1833,1
18954,686.1500,1
19005,340.2167,1
19053,16.2333,1
19074,39.1333,1
19150,133.3667,1
19178,27.1667,1
19268,70.3333,1
19347,14.2333,1
19562,925.3667,1
19636,21.1000,1
19692,117.2833,1
19821,132.0167,1
19845,2.6333,1
19954,919.2333,1
19969,3.4000,1
20556,0.1667,1
20733,265.4000,1
21801,2.2000,1
22195,1.6833,1
22351,0.2333,1
22476,146.3333,1
22533,529.5333,1
22653,0.0833,1
23526,1.0167,1
23708,539.5833,1
24006,792.2000,1
24423,1001.6833,1
24451,112.4833,1
24924,227.9333,1
25057,412.9833,1
25156,376.0667,1
25211,765.0333,1
25863,93.0333,1
25992,23.5833,1
26922,2.4167,1
26933,386.9500,1
26958,177.0833,1
27104,0.0667,1
27576,392.0333,1
30427,6.5500,1
30439,0.0833,1
31588,4.5500,1
32237,449.7333,1
32669,67.0333,1
33796,176.8333,1
33916,2.8500,1
34049,14.3000,1
34081,1.9333,1
34981,0.4333,1
35147,18.3667,1
37860,195.9667,1
41451,105.4167,1
41613,328.7667,1
42675,1730.2000,1
42928,235.8000,1
52075,0.3167,1
58539,24.0500,1
70008,113.5333,1
111643,23.2667,1
113546,6.4833,1
115084,5.3000,1
120374,475.5667,1
123732,26.3667,1
134788,55.1000,1
135372,45.7667,1
141064,119.3000,1
142411,0.2333,1
143012,90.2000,1
143038,753.0167,1
143216,872.4500,1
143289,32.3333,1
143327,37.2167,1
143392,278.6500,1
143407,19.9833,1
143444,63.5000,1
143466,27.9667,1
143489,0.7667,1
143514,49.9000,1
143519,9.4667,1
143523,747.3500,1
143527,1147.5500,1
143536,7.2833,1
143561,541.9667,1
143597,6.0500,1
143599,55.5833,1
143643,524.8000,1
143691,22.2333,1
143693,48.1000,1
143701,375.8833,1
143711,45.5000,1
143746,325.0000,1
143770,167.8667,1
143777,64.7167,1
143781,1128.4833,1
143797,505.3500,1
143801,105.2167,1
143853,636.7000,1
143920,31.2333,1
144083,72.9500,1
144087,0.0833,1
144090,1.9500,1
144119,2.2500,1
144126,461.6167,1
144164,579.6167,1
144220,39.8333,1
144230,21.5167,1
144240,215.5500,1
144273,11.5667,1
144293,1112.9500,1
144305,394.1500,1
144343,242.2833,1
144348,390.3833,1
144378,1370.1667,1
144381,315.8667,1
144384,147.5000,1
144387,71.8833,1
144395,533.0000,1
144400,543.5333,1
144403,290.0000,1
144444,65.9500,1
144467,56.4333,1
144492,211.9500,1
144556,405.6833,1
144565,612.3167,1
144575,5852.5000,1
144599,74.8833,1
144627,688.8833,1
144644,101.5000,1
144681,281.9500,1
144707,357.0667,1
144713,7.6500,1
144749,1022.4833,1
144764,432.8500,1
144786,868.2833,1
144788,574.9500,1
144789,73.3333,1
144843,2245.8000,1
144869,1366.9333,1
144873,146.5167,1
144874,522.8333,1
144900,548.1500,1
144907,0.7167,1
144912,37.7333,1
